기준년월,시도명,시군구명,국적명,업종분류명,사용금액
2016-10,경기도,오산시,브라질,유통.할인점/슈퍼마켓,100980
2016-10,경기도,안양시 동안구,스위스,요식/유흥.패스트푸드,92000
2016-10,경기도,고양시 덕양구,체코,요식/유흥.일반대중음식,23000
2016-10,경기도,안산시 단원구,독일,농축수산물.정육점,106300
2016-10,경기도,군포시,인도,문화/레져.운동경기레져용품,9900
2016-10,경기도,안성시,남아프리카공화국,유통.할인점/슈퍼마켓,14900
2016-10,경기도,가평군,이스라엘,요식/유흥.일반대중음식,12000
2016-10,경기도,고양시 일산서구,스페인,의류/잡화.가방핸드백(가죽),84000
2016-10,경기도,수원시 팔달구,아랍에미레이트,여행/교통.특급호텔,4715000
2016-10,경기도,여주시,캐나다,문화/레져.수련원체험장,8800
2016-10,경기도,수원시 영통구,우크라이나,요식/유흥.중식,229000
2016-10,경기도,과천시,뉴질랜드,요식/유흥.일반대중음식,11200
2016-10,경기도,동두천시,미국,건강/미용.안경콘텍트렌즈,6897260
2016-10,경기도,안산시 상록구,칠레,요식/유흥.일반대중음식,12000
2016-10,경기도,양주시,미국,요식/유흥.일반대중음식,2385900
2016-10,경기도,광주시,미국,유통.식품잡화,1289512
2016-10,경기도,부천시,우즈베키스탄,요식/유흥.일반대중음식,12800
2016-10,경기도,용인시 기흥구,프랑스,자동차.주유소,31408
2016-10,경기도,안양시 만안구,오스트리아,의류/잡화.남.여기성복,125000
2016-10,경기도,평택시,푸에르토리코,건강/미용.이용미용,42000
2016-10,경기도,고양시 일산동구,독일,요식/유흥.일식,56000
2016-10,경기도,수원시 권선구,노르웨이,유통.할인점/슈퍼마켓,222600
2016-10,경기도,연천군,영국,요식/유흥.한식,25000
2016-10,경기도,용인시 처인구,홍콩,여행/교통.콘도미니엄,1171400
2016-10,경기도,시흥시,홍콩,요식/유흥.일반대중음식,88500
2016-10,경기도,양평군,홍콩,자동차.주유소,85000
2016-10,경기도,의왕시,프랑스,요식/유흥.한식,71500
2016-10,경기도,용인시 수지구,벨기에,유통.생활잡화,25800
2016-10,경기도,파주시,말레이지아,유통.할인점/슈퍼마켓,580900
2016-10,경기도,하남시,체코,요식/유흥.패스트푸드,26400
2016-10,경기도,남양주시,영국,농축수산물.농수산물,4820
2016-10,경기도,이천시,프랑스,농축수산물.농수산물,28900
2016-10,경기도,포천시,말레이지아,요식/유흥.한식,376000
2016-10,경기도,화성시,미국,요식/유흥.제과점,2046390
2016-10,경기도,성남시 수정구,일본,유통.편의점,378660
2016-10,경기도,수원시 장안구,일본,문화/레져.스포츠센타/레포츠클럽,21400
2016-10,경기도,의정부시,일본,요식/유흥.일반대중음식,823100
2016-10,경기도,구리시,싱가폴,요식/유흥.일반대중음식,110900
2016-10,경기도,성남시 분당구,프랑스,요식/유흥.노래방,46000
2016-10,경기도,성남시 중원구,말레이지아,유통.할인점/슈퍼마켓,217850
2016-10,경기도,광명시,일본,유통.생활잡화,46700
2016-10,경기도,김포시,태국,요식/유흥.중식,18000
