기준년월,시도명,시군구명,국적명,업종분류명,사용금액
2016-03,경기도,광주시,홍콩,유통.식품잡화,207126
2016-03,경기도,여주시,남아프리카공화국,의류/잡화.남.여기성복,1567000
2016-03,경기도,수원시 영통구,캐나다,요식/유흥.패스트푸드,80900
2016-03,경기도,하남시,일본,유통.편의점,348820
2016-03,경기도,양주시,싱가폴,요식/유흥.패스트푸드,4400
2016-03,경기도,수원시 권선구,노르웨이,여행/교통.고속버스,11000
2016-03,경기도,시흥시,독일,요식/유흥.한식,1335500
2016-03,경기도,안성시,이탈리아,요식/유흥.일반대중음식,383700
2016-03,경기도,이천시,벨기에,요식/유흥.일반대중음식,12100
2016-03,경기도,가평군,체코,요식/유흥.한식,68000
2016-03,경기도,포천시,뉴질랜드,유통.생활잡화,56000
2016-03,경기도,과천시,미국,여행/교통.여객선,873200
2016-03,경기도,고양시 일산동구,필리핀,여행/교통.모텔여관기타숙박,3000
2016-03,경기도,고양시 일산서구,터키,요식/유흥.커피전문점,6000
2016-03,경기도,안산시 상록구,오스트레일리아,의류/잡화.내의류판매업,19900
2016-03,경기도,고양시 덕양구,대만,유통.식품잡화,11473550
2016-03,경기도,수원시 장안구,중국,요식/유흥.일반대중음식,12002941
2016-03,경기도,안산시 단원구,중국,요식/유흥.유흥주점,60060400
2016-03,경기도,구리시,오스트리아,유통.할인점/슈퍼마켓,107310
2016-03,경기도,동두천시,미국,문화/레져.볼링장,472600
2016-03,경기도,용인시 기흥구,일본,유통.할인점/슈퍼마켓,3226436
2016-03,경기도,광명시,일본,의류/잡화.남.여기성복,3193830
2016-03,경기도,오산시,노르웨이,농축수산물.농수산물,58960
2016-03,경기도,화성시,오스트레일리아,유통.편의점,95250
2016-03,경기도,부천시,영국,요식/유흥.한식,753000
2016-03,경기도,성남시 수정구,미국,건강/미용.이용미용,2840000
2016-03,경기도,수원시 팔달구,사우디아라비아,유통.할인점/슈퍼마켓,5300
2016-03,경기도,용인시 수지구,브루나이드루살렘,농축수산물.정육점,86000
2016-03,경기도,남양주시,아랍에미레이트,유통.할인점/슈퍼마켓,109550
2016-03,경기도,양평군,아랍에미레이트,자동차.주유소,48000
2016-03,경기도,성남시 분당구,인도,건강/미용.피부미용실,33000
2016-03,경기도,안양시 동안구,싱가폴,여행/교통.특급호텔,90000
2016-03,경기도,안양시 만안구,뉴질랜드,요식/유흥.일반대중음식,35300
2016-03,경기도,파주시,중국,요식/유흥.패스트푸드,127022
2016-03,경기도,김포시,미국,유통.할인점/슈퍼마켓,10119350
2016-03,경기도,의정부시,일본,요식/유흥.부페,251800
2016-03,경기도,평택시,뉴질랜드,건강/미용.대중목욕탕,6500
2016-03,경기도,의왕시,일본,유통.편의점,86400
2016-03,경기도,용인시 처인구,벨기에,자동차.주유소,53000
2016-03,경기도,연천군,베트남,유통.식품잡화,15650
2016-03,경기도,성남시 중원구,영국,요식/유흥.제과점,2400
2016-03,경기도,군포시,대만,요식/유흥.제과점,18000
