기준년월,시도명,시군구명,국적명,업종분류명,사용금액
2015-07,경기도,군포시,벨기에,유통.할인점/슈퍼마켓,14460
2015-07,경기도,연천군,미국,여행/교통.모텔여관기타숙박,35000
2015-07,경기도,성남시 분당구,레바논,요식/유흥.일반대중음식,7400
2015-07,경기도,안산시 상록구,아일랜드,건강/미용.화장품,30540
2015-07,경기도,성남시 중원구,영국,의류/잡화.남.여기성복,174300
2015-07,경기도,의왕시,인도네시아,유통.편의점,20600
2015-07,경기도,가평군,독일,여행/교통.모텔여관기타숙박,80000
2015-07,경기도,포천시,말레이지아,건강/미용.안경콘텍트렌즈,27000
2015-07,경기도,하남시,싱가폴,요식/유흥.제과점,89800
2015-07,경기도,남양주시,싱가폴,건강/미용.이용미용,254000
2015-07,경기도,김포시,미국,여행/교통.1급  호텔,150000
2015-07,경기도,부천시,루마니아,건강/미용.대중목욕탕,18000
2015-07,경기도,성남시 수정구,남아프리카공화국,요식/유흥.한식,36000
2015-07,경기도,구리시,독일,문화/레져.운동경기레져용품,49000
2015-07,경기도,이천시,브라질,요식/유흥.패스트푸드,9800
2015-07,경기도,고양시 덕양구,일본,요식/유흥.패스트푸드,26950
2015-07,경기도,용인시 처인구,영국,요식/유흥.중식,95000
2015-07,경기도,고양시 일산동구,싱가폴,건강/미용.대중목욕탕,350000
2015-07,경기도,수원시 영통구,브라질,유통.편의점,56160
2015-07,경기도,수원시 팔달구,오스트레일리아,건강/미용.안경콘텍트렌즈,692000
2015-07,경기도,양주시,러시아,건강/미용.화장품,61800
2015-07,경기도,고양시 일산서구,오스트레일리아,문화/레져.스포츠센타/레포츠클럽,51000
2015-07,경기도,광주시,홍콩,요식/유흥.중식,23000
2015-07,경기도,안양시 만안구,미국,요식/유흥.커피전문점,360660
2015-07,경기도,화성시,벨기에,요식/유흥.중식,23000
2015-07,경기도,용인시 수지구,이탈리아,유통.할인점/슈퍼마켓,231560
2015-07,경기도,안성시,인도네시아,유통.생활잡화,30500
2015-07,경기도,의정부시,싱가폴,요식/유흥.제과점,3200
2015-07,경기도,동두천시,중국,요식/유흥.한식,878138
2015-07,경기도,안양시 동안구,프랑스,요식/유흥.커피전문점,17600
2015-07,경기도,여주시,인도네시아,의류/잡화.남.여기성복,9060000
2015-07,경기도,시흥시,러시아,자동차.LPG가스,50000
2015-07,경기도,안산시 단원구,캐나다,요식/유흥.패스트푸드,12000
2015-07,경기도,광명시,일본,유통.백화점,3145620
2015-07,경기도,수원시 장안구,중국,건강/미용.안경콘텍트렌즈,329302
2015-07,경기도,오산시,싱가폴,요식/유흥.제과점,5000
2015-07,경기도,파주시,네팔,의류/잡화.남.여기성복,1429920
2015-07,경기도,용인시 기흥구,중국,요식/유흥.양식,1024494
2015-07,경기도,평택시,말레이지아,유통.편의점,8450
2015-07,경기도,수원시 권선구,중국,요식/유흥.양식,2144122
2015-07,경기도,과천시,우즈베키스탄,요식/유흥.패스트푸드,12200
2015-07,경기도,양평군,홍콩,자동차.주유소,291000
